"Base License Number","Base Name","DBA","Year","Month","Month Name","Total Dispatched Trips","Total Dispatched Shared Trips","Unique Dispatched Vehicles"
"B02814","BELL LX INC",,"2026","3","March","10,823","0","70"
"B00222","REYNO CAR SVC, INC.",,"2016","6","June","5,023","0","33"
"B03514","CHAUFFEUR ON DEMAND CORP.",,"2025","10","October","25","0","4"
"B00457","PREMIUM BRONX CORP",,"2016","10","October","26,098","0","203"
"B02061","ROYAL COACHMAN LTD.",,"2018","7","July","42","0","9"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2025","7","July","75","0","6"
"B03092","USA LIMOUSINE SERVICE CORP","VPZ EXECUTIVE LIMO","2020","12","December","574","0","9"
"B01871","ALPINE LIMOUSINE SERVICE, INC.",,"2023","9","September","1,043","0","50"
"b00987","MARLBORO CAR SERVICE INC.",,"2015","11","November","1,495","0","12"
"B01737","WASHINGTON RAD DISP INC",,"2015","11","November","3,507","0","41"
"B00112","AYY&M TRANSPORTATION, LLC","HARBORVIEW CAR SERVICE","2024","2","February","3,709","0","8"
"B03056","INSPIRATION GROUP INC",,"2017","9","September","1,441","0","41"
"B02949","MEEM SERVICES INC",,"2023","12","December","89","0","3"
"B00448","DIAL CAR INC.",,"2026","3","March","3,426","0","96"
"B03016","BEST DEAL BLACK INC.",,"2023","11","November","30,627","0","163"
"B02736","TRINITY CAR SERVICE INC",,"2019","8","August","430","0","8"
"B01406","GOTHAM CAR SERVICE INC.","LEGEND CAR SERVICE","2020","1","January","3,824","0","59"
"B01391","ROSE 'N' DALE C/S INC",,"2017","4","April","3,061","0","12"
"B03320","LIMOLINK INCORPORATED","LIMOLINK NY","2021","9","September","191","0","16"
"B00628","CONCORD LIMOUSINE 1, LLC",,"2017","11","November","9,055","0","282"
"B00948","510 CAR SERVICE CORP",,"2025","5","May","938","0","7"
"B00255","CAUTIOUS CARS CORP",,"2024","5","May","23","0","2"
"B02729","LOW TOUCH LUXURY INC.",,"2017","12","December","116","0","18"
"B00559","7 OCEAN EXPRESS INC.",,"2024","2","February","746","0","6"
"B00225","DELANCEY TRANSPORTATION INC.",,"2023","5","May","7,195","0","73"
"B02315","LA MORENITA CAR LIMO SERVICE INC",,"2024","10","October","813","0","6"
"B03285","FLUSHING LIMOUSINE TRANSPORTATION SERVICE CORP.",,"2026","3","March","8,423","0","70"
"B01300","KENNEDY RAD DISP INC",,"2019","10","October","5,623","0","48"
"B02838","THA MAYA CAR SERVICE INC",,"2021","10","October","1,004","0","11"
"UBER","UBER","UBER","2015","3","March","2,259,575","0","14,290"
"B00210","HOWARD CAR SERVICE,INC.",,"2017","5","May","2,935","0","7"
"B03336","GET BETTER TRANSPORTATION LLC.",,"2025","6","June","6,583","0","158"
"B02783","PREFERRED CARE TRANSPORTATION SERVICE,INC",,"2022","6","June","300","0","4"
"B02924","CELEBRITY LUXURY INC.",,"2021","12","December","6","0","3"
"B00221","PROFESSIONAL CAR SERVICE INC",,"2018","5","May","9,492","0","57"
"B00009","T-D MAINTENANCE","FOUR ONES CAR SERVICE","2017","10","October","7,537","0","52"
"B00628","CONCORD LIMOUSINE 1, LLC",,"2019","12","December","5,980","0","198"
"B00412","NYC 2 WAY INTERNATIONAL LTD",,"2025","5","May","6,591","0","64"
"B02664","CORPORATE CAR LTD.",,"2025","9","September","120","0","30"
"B02217","PCS LIMOUSINE INC.",,"2025","10","October","195","0","10"
"B02453","MCW CAR & LIMO INC.",,"2025","1","January","401","0","74"
"B02833","ADVANCED LUXURY LIMO SVC. INC.",,"2021","10","October","329","0","2"
"B02783","PREFERRED CARE TRANSPORTATION SERVICE,INC",,"2015","5","May","994","0","5"
"B02736","TRINITY CAR SERVICE INC",,"2016","8","August","1,360","0","7"
"B00039","BERMUDA LIMOUSINE SERVICE INC.",,"2016","10","October","1,321","0","51"
"B02173","ADMIRE LLP LLC",,"2019","4","April","140","0","4"
"B03031","ALLIANCE LIMOUSINE INC",,"2018","10","October","302","0","12"
"B01717","HIGH CLASS BRONX LIMO C/S CORP",,"2016","10","October","47,869","0","394"
"B02949","MEEM SERVICES INC",,"2024","6","June","81","0","3"
"B02881","DIANE CAR AND LIMO SERVICE LLC",,"2017","11","November","8,381","0","40"
"B01268","LAKEVIEW CARS INC.","CLOVE LAKE CARS","2022","1","January","1,109","0","78"
"B02833","ADVANCED LUXURY LIMO SVC. INC.",,"2021","5","May","24","0","1"
"B01546","BELLE-ROCK OF BEACH CHANNEL INC.",,"2021","2","February","764","0","11"
"B00227","PARK WEST EXEC. SERVICES, INC.","TOWN CARS","2021","3","March","1,433","0","32"
"B02929","OTTOMAN TRANSPORTATION INC.",,"2021","7","July","137","0","4"
"B03282","HOLY TRANSPORTATION CORP.",,"2023","3","March","538","0","6"
"B00346","MERRICK C/S INC",,"2015","4","April","977","0","8"
"B01306","R N D TRANSPORTATION, INC.","MALONES CAR SVCE","2023","6","June","32","0","1"
"B02532","COZY RIDE LIMOUSINE INC","COZY TRANSIT","2015","7","July","465","0","11"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2023","1","January","161","0","6"
"B01949","FIRST CLASS OF NEW YORK INC.","NEW YORK FIRST CLASS","2019","1","January","1,044","0","35"
"B00111","SKYLINE CREDIT RIDE INC",,"2016","5","May","118","0","78"
"B01568","N.Y. MEXICANA CAR & LIMO SVC CRP.","N.Y. MEXICANA CAR SERVICE","2021","5","May","492","0","3"
"B03239","CIBAO 2 INC.",,"2022","10","October","1,732","0","18"
"B01710","79 MASADA III, INC.","MASADA III","2018","4","April","3,783","0","26"
"B01944","DAG NETWORK TRANSPORTATION,CORP",,"2017","8","August","15","0","8"
"B01738","SAETA CAR SERVICE INC.",,"2020","3","March","1,355","0","11"
"B00225","DELANCEY TRANSPORTATION INC.",,"2016","10","October","15,801","0","88"
"B00911","RIVERSIDE PLUS RADIO DISPATCH, INC.","NEW WEBSTER CAR & LIMO SERVICE","2021","8","August","3,128","0","21"
"B01470","AGUILA CAR & LIMO CORPORATION","VELOTAX CAR SERVICE","2020","11","November","1,518","0","34"
"B01437","MERENGUE LIMO & C/S INC",,"2020","4","April","6,356","0","42"
"B01215","ECUADOOR CORP",,"2020","6","June","1,711","0","12"
"B02550","AGAPE LUXURY CORP.",,"2023","4","April","59,211","0","651"
"B00227","PARK WEST EXEC. SERVICES, INC.","TOWN CARS","2016","4","April","11,198","0","191"
"B01803","V.I.P. CONNECTION, INC.","CARLINK","2019","12","December","2,966","0","85"
"B03254","TEMPO TRANSPORTATION CORP.",,"2023","10","October","243","0","3"
"B01244","MASADA II C/L SVC INC",,"2018","4","April","1,095","0","6"
"B03023","HERMANY LIMO TRANSPORTATION LLC",,"2018","10","October","587","0","7"
"B03666","LETSFLY INC",,"2026","2","February","237","0","2"
"B02182","FINEST CAR SERVICE, LLC",,"2023","4","April","9,724","0","53"
"B02699","PRESIDENTIAL LUXURY LIMO INC.",,"2016","8","August","1,140","0","32"
"B00255","CAUTIOUS CARS CORP",,"2019","3","March","133","0","15"
"B01306","R N D TRANSPORTATION, INC.","MALONES CAR SVCE","2023","8","August","40","0","2"
"B03100","MORELOS CAR SERVICE INC.",,"2019","10","October","86","0","1"
"B01176","SANTO DOMINGO CAR LIMO SERVICES INC",,"2023","1","January","1,255","0","12"
"B02551","CHIEF LIMO INC.",,"2016","6","June","341","0","7"
"B02101","EXEC TRANSPORT INC","EAST COAST WORLDWIDE LIMOUSINE","2018","12","December","5,775","0","197"
"B02157","REAGAN CONVEYANCE  CORP.","DELUX TRANSPORTATION SERVICES","2016","8","August","5,088","0","133"
"B00965","BEN JEVO MGT. INC.","NEWPORT CAR SERVICE","2024","11","November","21,128","0","83"
"B00802","BELL CAR SVC INC",,"2022","10","October","2,598","0","13"
"B02416","NEW STORM CAR SERVICE, INC.",,"2024","1","January","2,982","0","5"
"B01341","A NEW DAY RAD DISP INC",,"2018","12","December","2,103","0","16"
"B01315","V.I.T. CAR SERVICE, INC.",,"2019","10","October","12,408","0","56"
"B03308","B.S.Z. LUXURY BLACK CAR INC.",,"2024","8","August","184","0","26"
"B01351","HADERECH CAR SERVICE INC",,"2016","7","July","321","0","3"
"B03049","RIVERSIDE CLASSIC, INC.",,"2024","3","March","56","0","10"
"B03298","MI BELLA PUEBLA EXPRESS INC.",,"2025","9","September","137","0","3"
"B00095","LIBERTY CAR SERVICE INC.",,"2021","4","April","1,223","0","6"
"B02060","AMERICAN LIMOUSINE LLC","RMA WORLDWIDE CHAUFFEUR SERVICE","2023","4","April","636","0","59"
"B02026","A RIDE FOR ALL LLC",,"2016","6","June","74","0","1"
"B02975","LI YANG LIMOUSINE INC",,"2022","7","July","3,278","0","18"
"B01349","CAPRICORN LIMO SVC INC",,"2019","12","December","1,026","0","19"
"B02997","KALUMA TRANSPORTATION GROUP INC.",,"2023","3","March","4,939","0","51"
"B00889","MEXICANA CAR SERVICE INC.",,"2015","9","September","20,339","0","91"
"B01843","VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.","VINCENT LIMOUSINE","2015","12","December","1,396","0","35"
"B03200","L & J LOGISTICS CORP.",,"2022","6","June","451","0","3"
"B03028","CASTILLO CAR & LIMO INC",,"2022","12","December","1,473","0","9"
"B03069","HINOMARUNY INTERNATIONAL,INC",,"2017","11","November","1,165","0","41"
"B00692","CHEERS DISPATCH,INC.","SEVENTH AVE CAR SERVICE","2022","5","May","561","0","6"
"B01663","CIBAO RADIO DISPATCH",,"2018","8","August","7,906","0","45"
"B02537","ALLTOWN LIMO CORP.",,"2025","11","November","1,487","0","14"
"B00381","BELL RADIO INC",,"2024","10","October","673","0","165"
"B02702","NEW SAFARI CAR & LIMO INC.",,"2017","3","March","83","0","1"
"B02702","NEW SAFARI CAR & LIMO INC.",,"2015","9","September","263","0","3"
"B01306","R N D TRANSPORTATION, INC.","MALONES CAR SVCE","2016","7","July","511","0","9"
"B01626","LA NUEVA QUISQUEYA C/S INC",,"2022","4","April","11,221","0","50"
"B01432","TOVAR TRANSPORTATION INC",,"2015","8","August","5,864","0","28"
"B02609","BERLINEZ INC",,"2015","9","September","884","0","12"
"B01854","EUROPE LIMOUSINE SERVICE INC",,"2016","6","June","2,251","0","44"
"B03197","LIMO TRIBE INC",,"2022","7","July","31","0","21"
"B01236","BLS LIMO SVC OF NY INC",,"2016","5","May","3,091","0","56"
"B02191","US LIMO SYSTEM INC",,"2017","6","June","913","0","23"
"B03064","AP LUXURY LIMOUSINE INC",,"2019","12","December","248","0","14"
"B02532","COZY RIDE LIMOUSINE INC","COZY TRANSIT","2017","8","August","520","0","15"
"B02462","TIFFANY'S CAR SERVICE INC.",,"2021","5","May","275","0","8"
"B00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2022","10","October","549","0","4"
"B02924","CELEBRITY LUXURY INC.",,"2022","12","December","13","0","6"
"B00196","NEW EASY WAY RADIO DISP INC",,"2016","8","August","725","0","20"
"B01273","PUERTO RICO CAR SERVICE INC.",,"2016","1","January","6,621","0","29"
"B02037","KINGSDALE DISPATCH INC",,"2018","11","November","944","0","7"
"B01009","UNITED LIMO C/M SVC CORP",,"2024","8","August","361","0","6"
"B02435","TEINETCO, INC",,"2017","5","May","69","0","10"
"B02989","GOOD FRIENDS CAR SERVICE INC",,"2019","11","November","691","0","20"
"B02832","NYC FLY WHEELS INC.",,"2024","9","September","920","0","6"
"B02460","CABOT LIMO NY CORP.",,"2025","6","June","321","0","11"
"B02424","FRIENDLY RIDE INC",,"2021","9","September","220","0","12"
"B00149","RAINBOW RAD DISP INC",,"2018","1","January","4,674","0","33"
"B01280","BENSONHURST RIDE INC.",,"2015","11","November","6,014","0","30"
"B02856","MARIACHI CAR SERVICE INC",,"2017","10","October","457","0","12"
"B00095","LIBERTY CAR SERVICE INC.",,"2024","4","April","243","0","3"
"B02849","BROOKLYN RIDES CORP",,"2023","3","March","14,598","0","93"
"B03157","CAPRICE CAR SERVICE CORP.",,"2023","9","September","3,722","0","40"
"B00625","CENTRAL CAR SERVICES,INC.",,"2016","11","November","7,897","0","40"
"B00272","BIG APPLE CAR INC",,"2021","12","December","542","0","33"
"B01963","AFRO CAR SERVICE CORP",,"2021","3","March","3,258","0","16"
"B02133","TWR CAR & LIMO, INC.",,"2019","11","November","12,313","0","171"
"B02103","A & S LIMOUSINE SERVICE CORP",,"2017","9","September","11,545","0","65"
"B03321","CRESCENT LUXURY CLS, INC.",,"2022","11","November","1,002","0","34"
"UBER","UBER","UBER","2018","6","June","13,267,600","3,171,911","71,006"
"B01016","810 CAR SVCE CORP",,"2020","4","April","1,678","0","12"
"B03033","FLEX EXPRESS CORP.",,"2022","3","March","3,310","0","21"
"B03292","PIBE TRANSPORTATION INC.",,"2021","5","May","135","0","4"
"B01944","DAG NETWORK TRANSPORTATION,CORP",,"2017","5","May","340","0","16"
"B02794","ASAP LUXE INC",,"2022","1","January","1,908","0","11"
"B01492","MOBILE #1 CAR SERVICE INC.",,"2018","11","November","26","0","6"
"B02406","MY SEDAN LLC",,"2017","6","June","533","0","11"
"B02111","HUANG HOU CAR SERVICES INC.","HUANG HOU CAR SERVICES INC.","2020","8","August","4,627","0","28"
"B00746","BAMADU CAR SVCE",,"2019","7","July","157","0","7"
"B01540","ROCKAWAY VIP SERVICE INC.",,"2019","8","August","4,321","0","16"
"B02963","GULF LUXURY INC",,"2019","10","October","263","0","5"
"B01341","A NEW DAY RAD DISP INC",,"2024","1","January","594","0","11"
"B02292","NEW YORK APPLE V.I.P. CORP",,"2017","3","March","1,921","0","7"
"B01066","DOMINICANA RAD DISP INC",,"2016","5","May","21,902","0","108"
"B02496","MAHAICA EXPRESS SERVICE INC.",,"2015","7","July","120","0","7"
"B01045","CAPRICE CAR SERVICE NO.2 INC.",,"2016","12","December","6,059","0","37"
"B03055","EXPLORER EXPRESS INC",,"2023","1","January","591","0","16"
"B02522","CHAUFFEURED EXECUTIVE TRANSPORTATION LLC",,"2020","10","October","9","0","2"
"B02868","CHA CHA TRANSPORTATION CORP",,"2019","9","September","1,277","0","9"
"B00625","CENTRAL CAR SERVICES,INC.",,"2020","1","January","3,483","0","27"
"B02067","GROUP AMERICAR TRANSPORTATION,LLC.",,"2016","6","June","4,679","0","82"
"B02931","NEW TECHNOLOGY TRANSPORTATION INC.",,"2019","3","March","14,353","0","66"
"B02245","OCEANA CAR AND LIMO",,"2021","6","June","1,655","0","5"
"B00827","CASTLE CAR SERVICE, INC",,"2017","12","December","1,302","0","7"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2024","3","March","291","0","6"
"B02756","ALLY CAR SERVICE LLC","ACTIVE EXPRESS CAR & LIMO 2","2021","3","March","70","0","5"
"B02912","FIRST CLASS LUXURY INC",,"2020","9","September","646","0","5"
"B01625","GLOBE CAR SERVICE INC",,"2015","12","December","2,924","0","13"
"B03320","LIMOLINK INCORPORATED","LIMOLINK NY","2025","6","June","1,661","0","108"
"B00381","BELL RADIO INC",,"2022","12","December","550","0","171"
"B01726","SUPER CLASS RADIO DISP INC",,"2018","12","December","7,957","27","57"
"B01509","BRUNWISH ENTERPRISES,LTD.","EASTLAND CAR SERVICE","2021","3","March","2,865","0","17"
"B03391","TIAZ LIMO CAR SERVICE CORP",,"2023","8","August","817","0","17"
"B00811","LLAMA LIMO C/S CORP","METROGREEN CAR SERVICE","2018","7","July","1,828","0","32"
"B02689","OCS LIMO CORP.",,"2016","5","May","85","0","2"
"B02453","MCW CAR & LIMO INC.",,"2024","5","May","278","0","40"
"B02472","NEW BUSHWICK LUXURY INC.",,"2025","12","December","448","0","9"
"B01985","LUXURY WORLDWIDE TRANSPORTATION, LLC",,"2021","4","April","388","0","18"
"B02107","APOLLO RADIO DISPATCH INC.",,"2024","11","November","4,713","0","72"
"B00429","SURF CAR SYSTEMS INC",,"2024","3","March","2,503","0","19"
"B02725","KIRIN TRANSPORTATION INC",,"2016","7","July","1,631","0","28"
"B01907","BEN'S LUXURY CAR & LIMOUSINE SERVICE INC",,"2016","2","February","3,053","0","60"
"B00652","RESCUE C/S INC",,"2017","5","May","4,508","0","15"
"B03572","CENTRAL TRANSPORTATION BLACK CAR CORP.",,"2025","5","May","305","0","8"
"B01148","EVELYN CAR SERVICE INC",,"2019","11","November","4,096","0","36"
"B01957","ANIMO, INC","CHRIS LIMOUSINE U.S.A.","2017","4","April","109","0","3"
"B01726","SUPER CLASS RADIO DISP INC",,"2023","2","February","3,250","0","23"
"B02868","CHA CHA TRANSPORTATION CORP",,"2023","4","April","1,872","0","17"
"B02460","CABOT LIMO NY CORP.",,"2020","7","July","5","0","1"
"B01800","EMPIRE INTERNATIONAL LTD.",,"2023","4","April","3,027","0","193"
"B01432","TOVAR TRANSPORTATION INC",,"2023","9","September","1,498","0","9"
"B03572","CENTRAL TRANSPORTATION BLACK CAR CORP.",,"2025","8","August","421","0","9"
"B03081","DLS CAR AND LIMOUSINE SERVICE CORP","ALL TRANSFERS SERVICE","2018","8","August","152","0","7"
"B01362","AMERICAN BASE NO.1 INC.",,"2015","3","March","33,767","0","207"
"B02825","GUADALUPANA II CAR & LIMO INC",,"2024","7","July","1,445","0","12"
"B00972","N.J.M.INC.","MID ISLAND CAR SVCE","2020","7","July","1,242","0","9"
"B00477","INTA-BORO ACRES INC",,"2023","10","October","2,241","0","63"
"B00990","MIRAGE LIMOUSINE SERVICE, INC.","UFO PVT C/L SERVICE","2017","9","September","72","0","1"
"B03062","BQN VOUCHER INC",,"2018","1","January","756","0","9"
"B01492","MOBILE #1 CAR SERVICE INC.",,"2024","6","June","91","0","1"
"B02111","HUANG HOU CAR SERVICES INC.","HUANG HOU CAR SERVICES INC.","2017","11","November","25,225","0","115"
"B02925","SIGNATURE BLACK CAR LLC",,"2019","12","December","556","0","16"
"B01482","SHORE TRANSPORTATION INC","SEASIDE CAR SERVICE","2019","8","August","2,443","0","7"
"B03343","GRACEFUL TRANSPORTATION, INC",,"2024","7","July","2,461","0","16"
"B01239","BEST DEAL PVT C/S INC","BEST DEAL DOMINICAN C/S INC","2019","4","April","26,948","0","145"
"B00987","MARLBORO CAR SERVICE INC.",,"2017","4","April","603","0","8"
"B01145","ULTRA RADIO DISP INC",,"2017","4","April","23,092","0","115"
"B02613","NYC STAR LIMOUSINE & CAR SERVICES CORP.","NYS CAR SERVICE","2024","5","May","547","0","14"
"B00756","T & S HILLSIDE INC.","RED CAP CAR SERVICE","2024","4","April","3,897","0","29"
"B00255","CAUTIOUS CARS CORP",,"2019","7","July","292","0","18"
"B02148","MAVRIK TRANS INC.",,"2019","12","December","340","0","22"
"B02389","EMBARQUE N.Y., INC.",,"2018","12","December","132","0","2"
"B02674","ELAL CAR LIMO SERVICE LLC","FIFTH AVENUE CAR LIMO SERVICE","2017","8","August","2,138","178","12"
"B02022","GOLD SEAL CAR & LIMO INC.",,"2017","1","January","1,142","0","34"
"B00225","DELANCEY TRANSPORTATION INC.",,"2019","6","June","3,491","0","29"
"B02416","NEW STORM CAR SERVICE, INC.",,"2017","2","February","11,713","0","19"
"B01273","PUERTO RICO CAR SERVICE INC.",,"2020","2","February","807","0","5"
"B01341","A NEW DAY RAD DISP INC",,"2018","3","March","4,084","0","26"
"b00987","MARLBORO CAR SERVICE INC.",,"2016","5","May","1,200","0","8"
"B02037","KINGSDALE DISPATCH INC",,"2017","3","March","1,604","0","10"
"B03388","BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC",,"2023","10","October","1,151","0","22"
"B03140","RISE AND SHINE TRANSPORTATION INC.",,"2021","11","November","91","0","2"
"B02401","NORTHSIDE BK LLC",,"2017","10","October","2,925","0","124"
"B01958","ST.ALBANS-HOLLIS CAR SERVICE INC.",,"2025","10","October","1,981","0","4"
"B01452","AREAS TRANSP INC",,"2016","9","September","4,354","0","14"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2022","5","May","237","0","5"
"B02279","MATAMOROS CAR SERVICE INC.",,"2020","1","January","6,059","0","19"
"B01485","FLAMINGO TRANSP. & LIMO. SERVICES INC.",,"2016","10","October","9,098","0","59"
"B03343","GRACEFUL TRANSPORTATION, INC",,"2023","4","April","1,895","0","12"
"B02653","NEW COLLEGE CAR SVCE INC",,"2019","2","February","9,281","0","50"
"B03138","WST LIMOUSINE LLC",,"2025","1","January","158","0","18"
"B01236","BLS LIMO SVC OF NY INC",,"2020","9","September","549","0","13"
"B02891","GLIDE LUXURY TRANSPORTATION, INC",,"2018","6","June","121","0","4"
"B02437","EXCELLENT CAR & LIMO SERVICE, INC.",,"2018","10","October","26,566","0","136"
"b01069","RPO CAR AND LIMOUSINE SERVICE INC.",,"2016","4","April","2,290","0","14"
"B02737","BWJ GROUP INC",,"2017","1","January","5,721","0","26"
"B03015","TRI-COUNTY BLACK CARS INC",,"2025","6","June","3,054","0","15"
"B02724","CORE CAR, INC",,"2020","6","June","6","0","3"
"B02148","MAVRIK TRANS INC.",,"2020","3","March","166","0","21"
"B01568","N.Y. MEXICANA CAR & LIMO SVC CRP.","N.Y. MEXICANA CAR SERVICE","2025","10","October","311","0","4"
"B02182","FINEST CAR SERVICE, LLC",,"2018","8","August","7,523","0","62"
"B02537","ALLTOWN LIMO CORP.",,"2023","5","May","1,838","0","21"
"b02339","SEDANZ INC.",,"2022","7","July","176","0","15"
"B03028","CASTILLO CAR & LIMO INC",,"2018","7","July","1,236","0","8"
"B03049","RIVERSIDE CLASSIC, INC.",,"2025","10","October","128","0","27"
"B02590","LUXOR LIMO INC",,"2019","12","December","1,559","0","48"
"B01923","AVID INTERNATIONAL, INC.",,"2015","7","July","891","0","21"
"B02003","AVALON CORPORATE CAR,INC.",,"2017","11","November","3,392","0","86"
"B02162","A B C SHUTTLE SERVICES CORPORATION","ABC CAR SERVICES","2016","6","June","30","0","6"
"B01016","810 CAR SVCE CORP",,"2023","5","May","4,985","0","24"
"B03060","EASTLAND BLACK CARS CORP",,"2024","6","June","19,341","0","143"
"B03236","AGUILA CAR & LIMO CORPORATION","VELOTAX CAR SERVICE","2022","9","September","1,313","0","17"
"B01616","H & B CAR AND LIMOUSINE, INC","SUNNYSIDE CAR SERVICE","2021","8","August","312","0","10"
"JUNO","JUNO","JUNO","2018","9","September","1,029,481","0","20,711"
"B01145","ULTRA RADIO DISP INC",,"2016","9","September","23,728","0","136"
"B00149","RAINBOW RAD DISP INC",,"2015","11","November","2,437","0","16"
"B02787","SEMPERIDE LLC",,"2020","4","April","1","0","1"
"B00472","FARRELL'S LEASING CO.",,"2017","10","October","1,148","0","48"
"B02416","NEW STORM CAR SERVICE, INC.",,"2016","10","October","9,295","0","16"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2018","5","May","10,598","0","174"
"B01009","UNITED LIMO C/M SVC CORP",,"2024","5","May","394","0","6"
"B02754","TIGER CAR SERVICE INC.",,"2015","12","December","566","0","18"
"B03080","AMBAR TRANSPORTATION INC.",,"2021","2","February","2,922","0","36"
"B00221","PROFESSIONAL CAR SERVICE INC",,"2018","7","July","8,031","0","58"
"B00472","FARRELL'S LEASING CO.",,"2015","7","July","1,335","0","64"
"B03127","ULTIMATE BLACK CAR CORP.",,"2019","8","August","412","0","6"
"B01467","NEW EXPERIENCE #1 INC",,"2016","10","October","14,234","0","70"
"B01625","GLOBE CAR SERVICE INC",,"2017","5","May","1,686","0","4"
"B01568","N.Y. MEXICANA CAR & LIMO SVC CRP.","N.Y. MEXICANA CAR SERVICE","2019","10","October","1,573","0","11"
"B00235","ARISTACAR & LIMOUSINE, LTD.",,"2016","11","November","732","0","21"
"B02537","ALLTOWN LIMO CORP.",,"2016","1","January","11,194","0","116"
"UBER","UBER","UBER","2015","7","July","3,107,558","0","21,616"
"B01751","CONCORDE EXP OF N.Y. INC",,"2018","12","December","2,572","0","9"
"B00318","APPLE RADIO CARS INC",,"2016","10","October","6,635","0","50"
"B01644","MUSIC EXPRESS/N.Y. INC",,"2021","4","April","445","0","24"
"B03248","GUEST TRAVEL SERVICE INC.","GTS TRANSPORTATION","2023","10","October","138","0","4"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2020","1","January","7,689","0","143"
"B00171","CURB TRANSPORTATION SERVICES LLC.",,"2024","10","October","171","0","43"
"B03202","JUPITER SELECT LLC",,"2019","6","June","377","0","9"
"B02551","CHIEF LIMO INC.",,"2017","9","September","6","0","3"
"B02157","REAGAN CONVEYANCE  CORP.","DELUX TRANSPORTATION SERVICES","2018","6","June","4,851","0","153"
"B02912","FIRST CLASS LUXURY INC",,"2023","7","July","9,468","0","352"
"b00833","OMEGA CAR SERVICE INC.",,"2020","12","December","360","0","1"
"B02213","EXPRESS 11 CAR SERVICE, INC.",,"2016","4","April","5,546","0","29"
"B01938","ALL STAR LIMOUSINE SERVICE, LTD.",,"2019","9","September","2,568","0","61"
"B03581","VEHO INC.",,"2025","10","October","3,163","0","23"
"B01239","BEST DEAL PVT C/S INC","BEST DEAL DOMINICAN C/S INC","2021","6","June","30,061","0","148"
"B00277","ALL CITY CORP TRANS INC",,"2020","12","December","946","0","112"
"B02397","CHICO EXPRESS CORP. 2",,"2016","5","May","2,434","0","11"
"B01445","J T TRANS CO INC",,"2018","12","December","7,177","0","79"
"B02756","ALLY CAR SERVICE LLC","ACTIVE EXPRESS CAR & LIMO 2","2023","10","October","184","0","2"
"B01928","DISCOVER LIMO INC","INFINITY LIMO","2015","7","July","86","0","14"
"B03314","JBK NEW YORK, INC.","COMFORT LIMO NYC","2025","7","July","547","0","15"
"B02101","EXEC TRANSPORT INC","EAST COAST WORLDWIDE LIMOUSINE","2015","9","September","8,949","0","207"
"B01663","CIBAO RADIO DISPATCH",,"2021","5","May","1,917","0","12"
"B02912","FIRST CLASS LUXURY INC",,"2021","1","January","670","0","5"
"B01437","MERENGUE LIMO & C/S INC",,"2024","9","September","8,004","0","100"
"B03022","BLACK CAR EXPRESS.COM CORP",,"2018","9","September","113","0","2"
"B03370","ANDREW TRANSPORTATION CORP",,"2026","3","March","3,217","0","141"
"B02285","VALERA GLOBAL, INC.",,"2016","6","June","4,834","0","95"
"B02825","GUADALUPANA II CAR & LIMO INC",,"2016","4","April","2,340","0","8"
"B02671","COMMUNITY CAR SERVICE PRISCILLA CORP",,"2023","9","September","2,104","0","11"
"B03024","URBAN CAR SERVICES LLC","WALL STREET LIMOUSINE","2018","5","May","173","0","3"
"B02228","SPECIAL RADIO DISP.CORP.",,"2023","8","August","35","0","2"
"B02769","MAVROS TRANSPORTATION INC",,"2021","4","April","1,378","0","7"
"B02809","NBT TRANSPORTATION INC",,"2017","10","October","2,021","0","23"
"b00706","VIC & BAY CAR SERVICE, INC","DEJOY'S RED TOP","2016","9","September","12,259","0","25"
"B00412","NYC 2 WAY INTERNATIONAL LTD",,"2021","8","August","4,242","0","48"
"B02856","MARIACHI CAR SERVICE INC",,"2019","9","September","545","0","11"
"B02667","LEON LUXURY LIMO INC",,"2015","5","May","177","0","13"
"B01129","GTWY INC","GATEWAY CAR & LIMO SVCE","2021","6","June","1,711","0","9"
"B03466","AA START PLUS CORP.",,"2025","9","September","1,441","0","13"
"B01311","DISCOUNT CAR SVCE",,"2015","4","April","1,154","0","10"
"B01653","ART'S PLACE INC.","ON TIME CAR SERVICE","2018","12","December","2,538","0","21"
"B02120","HARRISON GLOBAL LLC","BOSTON COACH","2025","11","November","1,779","0","55"
"B02903","JFK LUXURY LIMOUSINE INC",,"2021","8","August","207","0","2"
"B02705","GROUND JET EXECUTIVE TRANSPORTATION LLC",,"2016","10","October","94","0","6"
"B01843","VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.","VINCENT LIMOUSINE","2023","10","October","961","0","25"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2018","7","July","293","0","7"
